Date,UnderlyingPrice,NetLiq,RealizedCapital,NumPositions,TotNumContracts,BuyingPower,TotalDelta,Wins,Losses
2005-01-04 00:00:00,1188.05,992869.9582899999999909823600,999882.4582899999999909823600,1,33,238920.00,-10.614747000000001,0,0
2005-01-05 00:00:00,1183.75,986391.3965219999999911593136,999878.8965219999999911593136,2,34,238455.000,-12.053730999999999,0,0
2005-01-06 00:00:00,1187.9,992790.3349579999999909851738,999875.3349579999999909851738,3,35,249915.00,-10.740779000000002,0,0
2005-01-07 00:00:00,1186.2,992965.3349579999999909851738,999875.3349579999999909851738,3,35,250090.00,-10.982998000000002,0,0
2005-01-10 00:00:00,1190.25,998620.3349579999999909851738,999875.3349579999999909851738,3,35,255745.00,-9.438076,0,0
2005-01-11 00:00:00,1182.99,994277.8349579999999909851738,999875.3349579999999909851738,3,35,251402.500,-10.869724999999999,0,0
2005-01-12 00:00:00,1187.7,997630.3349579999999909851738,999875.3349579999999909851738,3,35,254755.00,-9.451289999999998,0,0
2005-01-13 00:00:00,1177.45,991830.3349579999999909851738,999875.3349579999999909851738,3,35,248955.00,-11.909932,0,0
2005-01-14 00:00:00,1184.5,997207.8349579999999909851738,999875.3349579999999909851738,3,35,254332.500,-9.706850000000001,0,0
2005-01-18 00:00:00,1196.0,1006995.334957999999990985174,999875.3349579999999909851738,3,35,264120.00,-6.739183,0,0
2005-01-19 00:00:00,1184.65,999010.3349579999999909851738,999875.3349579999999909851738,3,35,256135.00,-9.631670999999999,0,0
2005-01-20 00:00:00,1175.4,992622.8349579999999909851738,999875.3349579999999909851738,3,35,249747.500,-12.093532,0,0
2005-01-21 00:00:00,1167.85,986600.3349579999999909851738,999875.3349579999999909851738,3,35,243725.00,-14.52565,0,0
2005-01-24 00:00:00,1163.75,985608.2708067499999855520798,985608.2708067499999855520798,0,0,0,0,1,2
2005-01-25 00:00:00,1168.4,988633.6098192499999952609357,985483.6098192499999952609357,1,35,248850.00,-6.719755,1,2
2005-01-26 00:00:00,1174.05,991433.6098192499999952609357,985483.6098192499999952609357,1,35,251650.00,-5.826029999999999,1,2
2005-01-27 00:00:00,1174.55,992746.1098192499999952609357,985483.6098192499999952609357,1,35,252962.500,-5.32378,1,2
2005-01-28 00:00:00,1171.35,992833.6098192499999952609357,985483.6098192499999952609357,1,35,253050.00,-5.40771,1,2
2005-01-31 00:00:00,1181.25,995196.1098192499999952609357,985483.6098192499999952609357,1,35,255412.500,-4.26321,1,2
2005-02-01 00:00:00,1189.41,997908.6098192499999952609357,985483.6098192499999952609357,1,35,258125.00,-3.24415,1,2
2005-02-02 00:00:00,1193.19,997908.6098192499999952609357,985483.6098192499999952609357,1,35,258125.000,-2.8172550000000003,1,2
2005-02-03 00:00:00,1189.89,997821.1098192499999952609357,985483.6098192499999952609357,1,35,258037.500,-2.9839249999999997,1,2
2005-02-04 00:00:00,1203.03,998958.6098192499999952609357,985483.6098192499999952609357,1,35,259175.000,-1.90596,1,2
2005-02-07 00:00:00,1201.72,999308.6098192499999952609357,985483.6098192499999952609357,1,35,259525.00,-1.87824,1,2
2005-02-08 00:00:00,1202.3,999396.1098192499999952609357,985483.6098192499999952609357,1,35,259612.500,-1.671705,1,2
2005-02-09 00:00:00,1191.99,999046.1098192499999952609357,985483.6098192499999952609357,1,35,259262.500,-2.178785,1,2
2005-02-10 00:00:00,1197.01,999571.1098192499999952609357,985483.6098192499999952609357,1,35,259787.500,-1.80047,1,2
2005-02-11 00:00:00,1205.3,1000533.609819249999995260936,985483.6098192499999952609357,1,35,260750.00,-1.686685,1,2
2005-02-14 00:00:00,1206.14,1000358.609819249999995260936,985483.6098192499999952609357,1,35,260575.00,-1.371475,1,2
2005-02-15 00:00:00,1210.12,1000796.109819249999995260936,985483.6098192499999952609357,1,35,261012.500,-1.42499,1,2
2005-02-16 00:00:00,1210.34,1000796.109819249999995260936,985483.6098192499999952609357,1,35,261012.500,-1.326955,1,2
2005-02-17 00:00:00,1200.75,1000271.109819249999995260936,985483.6098192499999952609357,1,35,260487.500,-1.5757,1,2
2005-02-18 00:00:00,1201.59,1000796.109819249999995260936,985483.6098192499999952609357,1,35,261012.500,-1.458275,1,2
2005-02-22 00:00:00,1184.16,999396.1098192499999952609357,985483.6098192499999952609357,1,35,259612.500,-2.26471,1,2
2005-02-23 00:00:00,1190.8,1000183.609819249999995260936,985483.6098192499999952609357,1,35,260400.00,-1.669535,1,2
2005-02-24 00:00:00,1200.2,1001408.609819249999995260936,985483.6098192499999952609357,1,35,261625.000,-1.105545,1,2
2005-02-25 00:00:00,1211.37,1001933.609819249999995260936,985483.6098192499999952609357,1,35,262150.00,-0.6195,1,2
2005-02-28 00:00:00,1200.2,1001321.109819249999995260936,985483.6098192499999952609357,1,35,261537.500,-0.791735,1,2
2005-03-01 00:00:00,1210.41,1001496.109819249999995260936,985483.6098192499999952609357,1,35,261712.500,-0.857675,1,2
2005-03-02 00:00:00,1210.08,1001671.109819249999995260936,985483.6098192499999952609357,1,35,261887.500,-0.57449,1,2
2005-03-03 00:00:00,1210.47,1001321.109819249999995260936,985483.6098192499999952609357,1,35,261537.500,-0.80843,1,2
2005-03-04 00:00:00,1222.12,1001758.609819249999995260936,985483.6098192499999952609357,1,35,261975.00,-0.5959099999999999,1,2
2005-03-07 00:00:00,1225.31,1002108.609819249999995260936,985483.6098192499999952609357,1,35,262325.00,-0.464625,1,2
2005-03-08 00:00:00,1219.43,1001846.109819249999995260936,985483.6098192499999952609357,1,35,262062.500,-0.405125,1,2
2005-03-09 00:00:00,1207.01,1001758.609819249999995260936,985483.6098192499999952609357,1,35,261975.000,-0.40939499999999995,1,2
2005-03-10 00:00:00,1209.25,1001846.109819249999995260936,985483.6098192499999952609357,1,35,262062.500,-0.026425,1,2
2005-03-11 00:00:00,1200.08,1001758.609819249999995260936,985483.6098192499999952609357,1,35,261975.00,-0.002905,1,2
2005-03-14 00:00:00,1206.83,1002108.609819249999995260936,985483.6098192499999952609357,1,35,262325.000,0.0,1,2
2005-03-15 00:00:00,1197.75,1002196.109819249999995260936,985483.6098192499999952609357,1,35,262412.500,-0.150885,1,2
2005-03-16 00:00:00,1188.07,1002196.109819249999995260936,985483.6098192499999952609357,1,35,262412.500,-3.5e-05,1,2
2005-03-17 00:00:00,1190.21,1002283.609819249999995260936,985483.6098192499999952609357,1,35,262500.000,0.0,1,2
2005-03-18 00:00:00,1189.65,1002283.609819249999995260936,985483.6098192499999952609357,1,35,262500.0,0.0,1,2
2005-03-18 00:00:00,1189.65,1002229.069319249999993726163,1002229.069319249999993726163,0,0,0,0,2,2
2005-03-22 00:00:00,1171.71,997330.830983249999989848078,1002100.830983249999989848078,1,36,245250.000,-10.736892,2,2
2005-03-23 00:00:00,1172.53,996880.830983249999989848078,1002100.830983249999989848078,1,36,244800.0,-10.408572000000001,2,2
2005-03-24 00:00:00,1171.42,1000120.830983249999989848078,1002100.830983249999989848078,1,36,248040.00,-9.977904,2,2
2005-03-28 00:00:00,1174.28,1001200.830983249999989848078,1002100.830983249999989848078,1,36,249120.00,-9.156888,2,2
2005-03-29 00:00:00,1165.36,995440.830983249999989848078,1002100.830983249999989848078,1,36,243360.0,-11.250036000000001,2,2
2005-03-30 00:00:00,1181.41,1005520.830983249999989848078,1002100.830983249999989848078,1,36,253440.00,-7.814088,2,2
2005-03-31 00:00:00,1180.59,1005610.830983249999989848078,1002100.830983249999989848078,1,36,253530.000,-7.886844,2,2
2005-04-01 00:00:00,1172.92,1001740.830983249999989848078,1002100.830983249999989848078,1,36,249660.00,-9.158544,2,2
2005-04-04 00:00:00,1176.12,1003900.830983249999989848078,1002100.830983249999989848078,1,36,251820.00,-8.355564,2,2
2005-04-05 00:00:00,1181.39,1007410.830983249999989848078,1002100.830983249999989848078,1,36,255330.000,-7.221311999999999,2,2
2005-04-06 00:00:00,1184.07,1010020.830983249999989848078,1002100.830983249999989848078,1,36,257940.00,-6.275088,2,2
2005-04-07 00:00:00,1191.14,1013800.830983249999989848078,1002100.830983249999989848078,1,36,261720.00,-4.934088000000001,2,2
2005-04-08 00:00:00,1181.2,1008940.830983249999989848078,1002100.830983249999989848078,1,36,256860.00,-6.259248000000001,2,2
2005-04-11 00:00:00,1181.21,1011820.830983249999989848078,1002100.830983249999989848078,1,36,259740.00,-5.890032000000001,2,2
2005-04-12 00:00:00,1187.76,1013890.830983249999989848078,1002100.830983249999989848078,1,36,261810.000,-4.6886399999999995,2,2
2005-04-13 00:00:00,1173.79,1008040.830983249999989848078,1002100.830983249999989848078,1,36,255960.00,-7.19982,2,2
2005-04-14 00:00:00,1162.05,997780.830983249999989848078,1002100.830983249999989848078,1,36,245700.00,-10.464407999999999,2,2
2005-04-15 00:00:00,1142.62,981760.830983249999989848078,1002100.830983249999989848078,1,36,229680.00,-16.55496,2,2
2005-04-18 00:00:00,1145.98,988207.267532249999989701905,1002097.267532249999989701905,2,37,245350.00,-14.692914,2,2
2005-04-19 00:00:00,1152.78,997842.267532249999989701905,1002097.267532249999989701905,2,37,254985.000,-11.614924999999998,2,2
2005-04-20 00:00:00,1137.5,979367.267532249999989701905,1002097.267532249999989701905,2,37,236510.000,-17.3968,2,2
2005-04-21 00:00:00,1159.95,1004507.267532249999989701905,1002097.267532249999989701905,2,37,261650.0,-9.382817,2,2
2005-04-22 00:00:00,1152.12,998642.267532249999989701905,1002097.267532249999989701905,2,37,255785.00,-11.854213999999999,2,2
2005-04-25 00:00:00,1162.1,1007686.149454249999992683229,1007261.149454249999992683229,1,1,9645.00,-0.143045,3,2
2005-04-26 00:00:00,1151.74,1002747.821207249999988064815,1007157.821207249999988064815,2,30,245437.500,-9.627352,3,2
2005-04-27 00:00:00,1156.38,1005030.321207249999988064815,1007157.821207249999988064815,2,30,247720.00,-8.867598000000001,3,2
2005-04-28 00:00:00,1143.22,993505.321207249999988064815,1007157.821207249999988064815,2,30,236195.00,-11.773008,3,2
2005-04-29 00:00:00,1156.85,1005399.258725249999987916283,1007154.258725249999987916283,3,31,255997.500,-9.125408,3,2
2005-05-02 00:00:00,1162.16,1008696.758725249999987916283,1007154.258725249999987916283,3,31,259295.00,-7.980658,3,2
2005-05-03 00:00:00,1161.17,1009656.758725249999987916283,1007154.258725249999987916283,3,31,260255.000,-7.790899,3,2
2005-05-04 00:00:00,1175.65,1016826.758725249999987916283,1007154.258725249999987916283,3,31,267425.000,-5.634935,3,2
2005-05-05 00:00:00,1172.63,1016591.758725249999987916283,1007154.258725249999987916283,3,31,267190.000,-5.842129999999999,3,2
2005-05-06 00:00:00,1171.35,1014909.258725249999987916283,1007154.258725249999987916283,3,31,265507.500,-5.975381,3,2
2005-05-09 00:00:00,1178.84,1019689.258725249999987916283,1007154.258725249999987916283,3,31,270287.500,-4.658636,3,2
2005-05-10 00:00:00,1166.22,1013806.758725249999987916283,1007154.258725249999987916283,3,31,264405.00,-6.647902000000001,3,2
